Region,State,Metro,County,City|Code
Laurelglen,Bakersfield,CA,Bakersfield,Kern|01241
Central,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01242
Mid Central,Pasadena,CA,Los Angeles,Los Angeles|01243
University Park,Irvine,CA,Los Angeles,Orange|01244
Bitter Lake,Seattle,WA,Seattle,King|01245
Near Northeast,Washington,DC,Washington,District of Columbia|01246
Oak Hill,Jacksonville,FL,Jacksonville,Duval|01247
Grantville,San Diego,CA,San Diego,San Diego|01248
Cliff-Cannon,Spokane,WA,Spokane,Spokane|01249
Noble Square,Chicago,IL,Chicago,Cook|01250
Franklinton,Columbus,OH,Columbus,Franklin|01251
Hilltop,Denver,CO,Denver,Denver|01252
Midtown,Little Rock,AR,Little Rock,Pulaski|01253
Riverside,Columbus,OH,Columbus,Franklin|01254
Clintonville,Columbus,OH,Columbus,Franklin|01255
Westmont,Everett,WA,Seattle,Snohomish|01256
Charlotte,Rochester,NY,Rochester,Monroe|01257
Berkeley,Denver,CO,Denver,Denver|01258
Sandtown-Winchester,Baltimore,MD,Baltimore,Baltimore City|01259
Marshbrooke,Charlotte,NC,Charlotte,Mecklenburg|01260
Otay Ranch Village 1,Chula Vista,CA,San Diego,San Diego|01261
Lowry Field,Denver,CO,Denver,Denver|01262
Rockaway Beach,New York,NY,New York,Queens|01263
Morgandale,Milwaukee,WI,Milwaukee,Milwaukee|01264
South Middle River,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|01265
North Buckhead,Atlanta,GA,Atlanta,Fulton|01266
Castleton Corners,New York,NY,New York,Richmond|01267
Morningside - Lenox Park,Atlanta,GA,Atlanta,Fulton|01268
Mineral Springs-Rumble Road,Charlotte,NC,Charlotte,Mecklenburg|01269
Toddville Road,Charlotte,NC,Charlotte,Mecklenburg|01270
Glen,Baltimore,MD,Baltimore,Baltimore City|01271
Thoroughgood,Virginia Beach,VA,Virginia Beach,Virginia Beach City|01272
Vose,Beaverton,OR,Portland,Washington|01273
Hickory Ridge,Charlotte,NC,Charlotte,Mecklenburg|01274
Beechmont,Louisville,KY,Louisville/Jefferson County,Jefferson|01275
Piper Glen Estates,Charlotte,NC,Charlotte,Mecklenburg|01276
Franklin Heights,Milwaukee,WI,Milwaukee,Milwaukee|01277
Roosevelt,Bellingham,WA,Bellingham,Whatcom|01278
Downtown,Saint Paul,MN,Minneapolis-St Paul,Ramsey|01279
Airport North,Orlando,FL,Orlando,Orange|01280
Creston-Kenilworth,Portland,OR,Portland,Multnomah|01281
South-West Coconut Grove,Miami,FL,Miami-Fort Lauderdale,Miami-Dade|01282
Edgerton,Rochester,NY,Rochester,Monroe|01283
Windsor Terrace,New York,NY,New York,Kings|01284
Natomas Park,Sacramento,CA,Sacramento,Sacramento|01285
Beechview,Pittsburgh,PA,Pittsburgh,Allegheny|01286
West Woodlawn,Chicago,IL,Chicago,Cook|01287
Culver-Winton,Rochester,NY,Rochester,Monroe|01288
Southwest,Columbus,OH,Columbus,Franklin|01289
Jewell Heights - Hoffman Heights,Aurora,CO,Denver,Arapahoe|01290
Springfield Gardens,New York,NY,New York,Queens|01291
Redwood Village,San Diego,CA,San Diego,San Diego|01292
Newport Hills,Bellevue,WA,Seattle,King|01293
Central Oak Park,Saint Petersburg,FL,Tampa,Pinellas|01294
Eastland,Columbus,OH,Columbus,Franklin|01295
Craven,Jacksonville,FL,Jacksonville,Duval|01296
Olympic Hills,Seattle,WA,Seattle,King|01297
Carriage Place,Aurora,CO,Denver,Arapahoe|01298
Port Gardner,Everett,WA,Seattle,Snohomish|01299
South Juanita,Kirkland,WA,Seattle,King|01300
Northgate,Columbus,OH,Columbus,Franklin|01301
Cheesman Park,Denver,CO,Denver,Denver|01302
Grymes Hill,New York,NY,New York,Richmond|01303
Avondale,Cincinnati,OH,Cincinnati,Hamilton|01304
Arrochar,New York,NY,New York,Richmond|01305
Oak Park,Santa Barbara,CA,Santa Barbara,Santa Barbara|01306
Clarendon-Courthouse,Arlington,VA,Washington,Arlington|01307
Northeast Park Hill,Denver,CO,Denver,Denver|01308
Chicot West I-30 So.,Little Rock,AR,Little Rock,Pulaski|01309
Bond Hill,Cincinnati,OH,Cincinnati,Hamilton|01310
Loring Park,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01311
Walker's Point,Milwaukee,WI,Milwaukee,Milwaukee|01312
Sweetwater,Columbus,OH,Columbus,Franklin|01313
Washington Park,Providence,RI,Providence,Providence|01314
Southside,Augusta,GA,Augusta,Richmond|01315
Harris-Houston,Charlotte,NC,Charlotte,Mecklenburg|01316
River North,Chicago,IL,Chicago,Cook|01317
Wedgwood,Seattle,WA,Seattle,King|01318
Loyal Heights,Seattle,WA,Seattle,King|01319
Clason Point,New York,NY,New York,Bronx|01320
Five Points,Raleigh,NC,Raleigh,Wake|01321
Eastside,Santa Barbara,CA,Santa Barbara,Santa Barbara|01322
Glen Park,San Francisco,CA,San Francisco,San Francisco|01323
Walnut Heights,Columbus,OH,Columbus,Franklin|01324
Walnut Village,Irvine,CA,Los Angeles,Orange|01325
Otay Ranch Village 5,Chula Vista,CA,San Diego,San Diego|01326
Palmer Square,Chicago,IL,Chicago,Cook|01327
Madison South,Portland,OR,Portland,Multnomah|01328
Santa Clara,Hayward,CA,San Francisco,Alameda|01329
Downtown,New York,NY,New York,Kings|01330
Everett Mall South,Everett,WA,Seattle,Snohomish|01331
East Springfield,Springfield,MA,Springfield,Hampden|01332
Hattontown,Reston,VA,Washington,Fairfax|01333
Kenton,Portland,OR,Portland,Multnomah|01334
South Beach,New York,NY,New York,Richmond|01335
Minor,Seattle,WA,Seattle,King|01336
Expo Park,Aurora,CO,Denver,Arapahoe|01337
Linden Hills,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01338
Bemiss,Spokane,WA,Spokane,Spokane|01339
Lakewood Village,Long Beach,CA,Los Angeles,Los Angeles|01340
Clarke Square,Milwaukee,WI,Milwaukee,Milwaukee|01341
Niles,Fremont,CA,San Francisco,Alameda|01342
Riggs Park,Washington,DC,Washington,District of Columbia|01343
Westville,New Haven,CT,New Haven,New Haven|01344
Glover Park,Washington,DC,Washington,District of Columbia|01345
Telegraph Hill,San Francisco,CA,San Francisco,San Francisco|01346
Mission-Garin,Hayward,CA,San Francisco,Alameda|01347
Old Town Triangle,Chicago,IL,Chicago,Cook|01348
Pleasant Ridge,Cincinnati,OH,Cincinnati,Hamilton|01349
Sherman Park,Milwaukee,WI,Milwaukee,Milwaukee|01350
Cherry Creek,Columbus,OH,Columbus,Franklin|01351
Arrowhead,San Bernardino,CA,Riverside,San Bernardino|01352
Edgewater,Cleveland,OH,Cleveland,Cuyahoga|01353
Quail Lakes - Venetian Bridges,Stockton,CA,Stockton,San Joaquin|01354
Moran Prairie,Spokane,WA,Spokane,Spokane|01355
Madison Park,Santa Ana,CA,Los Angeles,Orange|01356
Forest Hills,Tampa,FL,Tampa,Hillsborough|01357
Upper Hill,Springfield,MA,Springfield,Hampden|01358
Glenwood,Raleigh,NC,Raleigh,Wake|01359
Jackson Park,Milwaukee,WI,Milwaukee,Milwaukee|01360
Deerwood,Jacksonville,FL,Jacksonville,Duval|01361
Jordan,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01362
Walnut Valley,Little Rock,AR,Little Rock,Pulaski|01363
Family Acres,Lincoln,NE,Lincoln,Lancaster|01364
Northside,Cincinnati,OH,Cincinnati,Hamilton|01365
Rosemont,Orlando,FL,Orlando,Orange|01366
Twin Rivers,East Windsor,NJ,Trenton,Mercer|01367
South Central,Raleigh,NC,Raleigh,Wake|01368
West Central,Spokane,WA,Spokane,Spokane|01369
Woodland Acres,Jacksonville,FL,Jacksonville,Duval|01370
Sunbow II,Chula Vista,CA,San Diego,San Diego|01371
Arlington Hills,Jacksonville,FL,Jacksonville,Duval|01372
Clinton,Oakland,CA,San Francisco,Alameda|01373
Multnomah,Portland,OR,Portland,Multnomah|01374
Lauderdale Manors,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|01375
Verdugo Woodlands,Glendale,CA,Los Angeles,Los Angeles|01376
Parkwoods,Stockton,CA,Stockton,San Joaquin|01377
Lane-Wooster,Akron,OH,Akron,Summit|01378
West Augusta,Augusta,GA,Augusta,Richmond|01379
University Park,Denver,CO,Denver,Denver|01380
Land Park,Sacramento,CA,Sacramento,Sacramento|01381
Reservoir,Little Rock,AR,Little Rock,Pulaski|01382
Mayfair,Chicago,IL,Chicago,Cook|01383
West Sugar Creek-W T Harris Bl,Charlotte,NC,Charlotte,Mecklenburg|01384
Longwood Manor,Chicago,IL,Chicago,Cook|01385
East Ballard,Seattle,WA,Seattle,King|01386
Ballard,Seattle,WA,Seattle,King|01387
Midtown,Milwaukee,WI,Milwaukee,Milwaukee|01388
Spice Tract,Bakersfield,CA,Bakersfield,Kern|01389
Otter Creek Crystal,Little Rock,AR,Little Rock,Pulaski|01390
Loretto,Jacksonville,FL,Jacksonville,Duval|01391
North Mayfair,Chicago,IL,Chicago,Cook|01392
Kingfield,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01393
Mission-Foothill,Hayward,CA,San Francisco,Alameda|01394
Cedar Hills,Jacksonville,FL,Jacksonville,Duval|01395
Milwood,Kalamazoo,MI,Kalamazoo,Kalamazoo|01396
Morena,San Diego,CA,San Diego,San Diego|01397
Mount Scott,Portland,OR,Portland,Multnomah|01398
Prospect Park,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01399
Crystal Springs,Jacksonville,FL,Jacksonville,Duval|01400
Lyndale,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01401
Cherry Hill,Baltimore,MD,Baltimore,Baltimore City|01402
Stockyards,Cleveland,OH,Cleveland,Cuyahoga|01403
Old Town,New York,NY,New York,Richmond|01404
Foster-Powell,Portland,OR,Portland,Multnomah|01405
Montecito Heights,Los Angeles,CA,Los Angeles,Los Angeles|01406
Wilburton,Bellevue,WA,Seattle,King|01407
Columbia City,Seattle,WA,Seattle,King|01408
Cheswolde,Baltimore,MD,Baltimore,Baltimore City|01409
Glencliff,Nashville,TN,Nashville,Davidson|01410
Brookvale,Fremont,CA,San Francisco,Alameda|01411
Catholic University,Washington,DC,Washington,District of Columbia|01412
Wellswood,Tampa,FL,Tampa,Hillsborough|01413
The Islands,Gilbert,AZ,Phoenix,Maricopa|01414
Hartford,Providence,RI,Providence,Providence|01415
East,Columbus,OH,Columbus,Franklin|01416
St. Anthony,Saint Paul,MN,Minneapolis-St Paul,Ramsey|01417
Schorsch Village,Chicago,IL,Chicago,Cook|01418
Cleveland Heights,Oakland,CA,San Francisco,Alameda|01419
Virginia Highland,Atlanta,GA,Atlanta,Fulton|01420
Silver Lake,Everett,WA,Seattle,Snohomish|01421
Country Club,New York,NY,New York,Bronx|01422
Greenfield,Pittsburgh,PA,Pittsburgh,Allegheny|01423
Federal Hill,Providence,RI,Providence,Providence|01424
Sloan Lake,Denver,CO,Denver,Denver|01425
Brick Church Bellshire,Nashville,TN,Nashville,Davidson|01426
Lake,San Francisco,CA,San Francisco,San Francisco|01427
West Hill,Albany,NY,Albany,Albany|01428
Woodlawn,New York,NY,New York,Bronx|01429
Brookland,Washington,DC,Washington,District of Columbia|01430
Fair Haven Heights,New Haven,CT,New Haven,New Haven|01431
Lincoln Creek,Milwaukee,WI,Milwaukee,Milwaukee|01432
Old Town,Alexandria,VA,Washington,Alexandria City|01433
East Ukrainian Village,Chicago,IL,Chicago,Cook|01434
Sexton Mountain,Beaverton,OR,Portland,Washington|01435
Dayton Triangle,Aurora,CO,Denver,Arapahoe|01436
Lone Mountain,San Francisco,CA,San Francisco,San Francisco|01437
Delaware Avenue,Albany,NY,Albany,Albany|01438
Alki,Seattle,WA,Seattle,King|01439
Grant City,New York,NY,New York,Richmond|01440
Hillyard,Spokane,WA,Spokane,Spokane|01441
Brighton Heights,Pittsburgh,PA,Pittsburgh,Allegheny|01442
Brighton,Seattle,WA,Seattle,King|01443
Springdale,Stamford,CT,Stamford,Fairfield|01444
Cobble Hill,New York,NY,New York,Kings|01445
Blacow,Fremont,CA,San Francisco,Alameda|01446
SBHS,San Bernardino,CA,Riverside,San Bernardino|01447
Tri-Village,Columbus,OH,Columbus,Franklin|01448
Mission Valley,Fremont,CA,San Francisco,Alameda|01449
Historic Old Northeast,Saint Petersburg,FL,Tampa,Pinellas|01450
Sunnyside,Portland,OR,Portland,Multnomah|01451
Butts Station,Chesapeake,VA,Virginia Beach,Chesapeake City|01452
Shannon Park,Charlotte,NC,Charlotte,Mecklenburg|01453
Acredale,Virginia Beach,VA,Virginia Beach,Virginia Beach City|01454
Southgate,Bakersfield,CA,Bakersfield,Kern|01455
Holiday Hill,Jacksonville,FL,Jacksonville,Duval|01456
Grasmere - Concord,New York,NY,New York,Richmond|01457
Central,San Mateo,CA,San Francisco,San Mateo|01458
Downtown,Seattle,WA,Seattle,King|01459
Hampton Heights,Milwaukee,WI,Milwaukee,Milwaukee|01460
Somerset,Glendale,CA,Los Angeles,Los Angeles|01461
Friendly Area,Eugene,OR,Eugene,Lane|01462
Van Steuban,Detroit,MI,Detroit,Wayne|01463
Campus Park,Bakersfield,CA,Bakersfield,Kern|01464
Grandale,Detroit,MI,Detroit,Wayne|01465
Hillcrest,Jacksonville,FL,Jacksonville,Duval|01466
Mid-Westside,Jacksonville,FL,Jacksonville,Duval|01467
Grant Park,Atlanta,GA,Atlanta,Fulton|01468
College-Glen,Sacramento,CA,Sacramento,Sacramento|01469
Corbett-Terwilliger-Lair Hill,Portland,OR,Portland,Multnomah|01470
Delta,Everett,WA,Seattle,Snohomish|01471
Old Seminole Heights,Tampa,FL,Tampa,Hillsborough|01472
Las Sendas,Mesa,AZ,Phoenix,Maricopa|01473
Margate Park,Chicago,IL,Chicago,Cook|01474
Julington Creek,Jacksonville,FL,Jacksonville,Duval|01475
Hunters Green,Tampa,FL,Tampa,Hillsborough|01476
Hillsdale,Portland,OR,Portland,Multnomah|01477
Black Mountain,Henderson,NV,Las Vegas,Clark|01478
Mission San Jose,Fremont,CA,San Francisco,Alameda|01479
Sauganash,Chicago,IL,Chicago,Cook|01480
Kenwood,Chicago,IL,Chicago,Cook|01481
Blackstone,Providence,RI,Providence,Providence|01482
Metro Center,Springfield,MA,Springfield,Hampden|01483
North Tampa,Tampa,FL,Tampa,Hillsborough|01484
Mill Basin,New York,NY,New York,Kings|01485
Plaza-Eastway,Charlotte,NC,Charlotte,Mecklenburg|01486
New Tampa,Tampa,FL,Tampa,Hillsborough|01487
Seward,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01488
Kilbourn Park,Chicago,IL,Chicago,Cook|01489
Mission Viejo,Aurora,CO,Denver,Arapahoe|01490
Crescent Hill,Louisville,KY,Louisville/Jefferson County,Jefferson|01491
Fitzgerald,Detroit,MI,Detroit,Wayne|01492
East Queen Anne,Seattle,WA,Seattle,King|01493
Dunning,Chicago,IL,Chicago,Cook|01494
Taylor Berry,Louisville,KY,Louisville/Jefferson County,Jefferson|01495
Northeast Bakersfield,Bakersfield,CA,Bakersfield,Kern|01496
Washington Park,Denver,CO,Denver,Denver|01497
Pelican Bay,Naples,FL,Naples,Collier|01498
North Division,Milwaukee,WI,Milwaukee,Milwaukee|01499
Buena Vista,Washington,DC,Washington,District of Columbia|01500
Newhallville,New Haven,CT,New Haven,New Haven|01501
Annadale,New York,NY,New York,Richmond|01502
Homeacre-Lyndora,Butler Township,PA,Pittsburgh,Butler|01503
Boynton,Detroit,MI,Detroit,Wayne|01504
Sunbeam,Jacksonville,FL,Jacksonville,Duval|01505
Piedmont,Portland,OR,Portland,Multnomah|01506
North College Park,Seattle,WA,Seattle,King|01507
Havenscourt,Oakland,CA,San Francisco,Alameda|01508
Wheeless Road,Augusta,GA,Augusta,Richmond|01509
Old North Columbus,Columbus,OH,Columbus,Franklin|01510
Tampa Heights,Tampa,FL,Tampa,Hillsborough|01511
North Sharon Amity,Charlotte,NC,Charlotte,Mecklenburg|01512
Comstock,Spokane,WA,Spokane,Spokane|01513
High Point,Seattle,WA,Seattle,King|01514
Bay Terrace,New York,NY,New York,Richmond|01515
North Avondale,Cincinnati,OH,Cincinnati,Hamilton|01516
North Indian Trail,Spokane,WA,Spokane,Spokane|01517
Oceanview,San Francisco,CA,San Francisco,San Francisco|01518
Meadow Wood,Aurora,CO,Denver,Arapahoe|01519
Hosford-Abernethy,Portland,OR,Portland,Multnomah|01520
Hale,Denver,CO,Denver,Denver|01521
Elliot Park,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01522
South Ironbound,Newark,NJ,New York,Essex|01523
Summit Hill,Saint Paul,MN,Minneapolis-St Paul,Ramsey|01524
Duncan Park,Lexington,KY,Lexington,Fayette|01525
Dietz,Tucson,AZ,Tucson,Pima|01526
Stonewood,Stockton,CA,Stockton,San Joaquin|01527
Back Creek Church Road,Charlotte,NC,Charlotte,Mecklenburg|01528
Bayshore Beautiful,Tampa,FL,Tampa,Hillsborough|01529
Kimber-Gomes,Fremont,CA,San Francisco,Alameda|01530
Kentfield,Stockton,CA,Stockton,San Joaquin|01531
Aurora Knolls - Hutchinson Heights,Aurora,CO,Denver,Arapahoe|01532
Columbia Heights West,Arlington,VA,Washington,Arlington|01533
Springdale,Tulsa,OK,Tulsa,Tulsa|01534
Black Mountain Ranch,San Diego,CA,San Diego,San Diego|01535
Pinehurst,Everett,WA,Seattle,Snohomish|01536
Sable Altura Chambers,Aurora,CO,Denver,Arapahoe|01537
Southgate,Hayward,CA,San Francisco,Alameda|01538
Rainier Beach,Seattle,WA,Seattle,King|01539
Tremont,Cleveland,OH,Cleveland,Cuyahoga|01540
Teralta East,San Diego,CA,San Diego,San Diego|01541
Ponce de Leon,Stockton,CA,Stockton,San Joaquin|01542
Howe,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01543
Annex,New Haven,CT,New Haven,New Haven|01544
Del Cerro,San Diego,CA,San Diego,San Diego|01545
Amphi,Tucson,AZ,Tucson,Pima|01546
South West,Hartford,CT,Hartford,Hartford|01547
Victoria Park,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|01548
Mount Vernon Square,Washington,DC,Washington,District of Columbia|01549
Center Pointe,Aurora,CO,Denver,Arapahoe|01550
Over-The-Rhine,Cincinnati,OH,Cincinnati,Hamilton|01551
Park Avenue,Rochester,NY,Rochester,Monroe|01552
South Park,Buffalo,NY,Buffalo,Erie|01553
Dilworth,Charlotte,NC,Charlotte,Mecklenburg|01554
California Heights,Long Beach,CA,Los Angeles,Los Angeles|01555
Park Stockdale,Bakersfield,CA,Bakersfield,Kern|01556
Highland,Beaverton,OR,Portland,Washington|01557
Longwood-Winton Grove,Hayward,CA,San Francisco,Alameda|01558
Washington Heights,Milwaukee,WI,Milwaukee,Milwaukee|01559
Norwood Park West,Chicago,IL,Chicago,Cook|01560
West Torrance,Torrance,CA,Los Angeles,Los Angeles|01561
Meadowbrook,Augusta,GA,Augusta,Richmond|01562
South Dennis,Dennis,MA,Cape Cod,Barnstable|01563
Park West,Milwaukee,WI,Milwaukee,Milwaukee|01564
Bushrod,Oakland,CA,San Francisco,Alameda|01565
Eastland-Wilora Lake,Charlotte,NC,Charlotte,Mecklenburg|01566
Polonia,Milwaukee,WI,Milwaukee,Milwaukee|01567
South Trenton,Trenton,NJ,Trenton,Mercer|01568
Idlewild South,Charlotte,NC,Charlotte,Mecklenburg|01569
Chapel Hill,Akron,OH,Akron,Summit|01570
West End,Cincinnati,OH,Cincinnati,Hamilton|01571
North City,San Diego,CA,San Diego,San Diego|01572
Baldwin Park,Orlando,FL,Orlando,Orange|01573
Spanos Park West,Stockton,CA,Stockton,San Joaquin|01574
Ortega Hills,Jacksonville,FL,Jacksonville,Duval|01575
Carmel,Charlotte,NC,Charlotte,Mecklenburg|01576
Secret Cove,Jacksonville,FL,Jacksonville,Duval|01577
Oak Forest,Charlotte,NC,Charlotte,Mecklenburg|01578
Aurora Hills,Aurora,CO,Denver,Arapahoe|01579
Brookshire,Columbus,OH,Columbus,Franklin|01580
Glenbrook,Columbus,OH,Columbus,Franklin|01581
Wood Streets,Riverside,CA,Riverside,Riverside|01582
Union Park,Des Moines,IA,Des Moines,Polk|01583
Piedmont Avenue,Oakland,CA,San Francisco,Alameda|01584
Highland Park,Seattle,WA,Seattle,King|01585
Onyx,Toledo,OH,Toledo,Lucas|01586
Melrose Park,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|01587
Glade Dr - Reston Pky,Reston,VA,Washington,Fairfax|01588
Girvin,Jacksonville,FL,Jacksonville,Duval|01589
Sheridan Park,Chicago,IL,Chicago,Cook|01590
Midtown - Winn Park Capital Avenue,Sacramento,CA,Sacramento,Sacramento|01591
Walnut Hills,Cincinnati,OH,Cincinnati,Hamilton|01592
Sharon Heights,Columbus,OH,Columbus,Franklin|01593
Denny Whitford - Raleigh West,Beaverton,OR,Portland,Washington|01594
Bellmont Hillsboro,Nashville,TN,Nashville,Davidson|01595
Chesapeake Beach,Virginia Beach,VA,Virginia Beach,Virginia Beach City|01596
Rancho Del Rey I,Chula Vista,CA,San Diego,San Diego|01597
Central City,Santa Ana,CA,Los Angeles,Orange|01598
Vista East,Orlando,FL,Orlando,Orange|01599
Parkmont,Fremont,CA,San Francisco,Alameda|01600
Jefferson Westside,Eugene,OR,Eugene,Lane|01601
Inglewood (Riverwood),Nashville,TN,Nashville,Davidson|01602
Charles,Providence,RI,Providence,Providence|01603
View Ridge-Madison,Everett,WA,Seattle,Snohomish|01604
Elysian Valley,Los Angeles,CA,Los Angeles,Los Angeles|01605
Midtown,Tucson,AZ,Tucson,Pima|01606
Standish,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01607
Normandy Estate,Jacksonville,FL,Jacksonville,Duval|01608
College View - South Platte,Denver,CO,Denver,Denver|01609
Randle Highlands,Washington,DC,Washington,District of Columbia|01610
South Side,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach|01611
Sunset Hill,Seattle,WA,Seattle,King|01612
Howard Park,Baltimore,MD,Baltimore,Baltimore City|01613
Kirkwood,Atlanta,GA,Atlanta,Fulton|01614
Hackensack Riverfront,Jersey City,NJ,New York,Hudson|01615
Richmond Factory,Augusta,GA,Augusta,Richmond|01616
West Beaverton,Beaverton,OR,Portland,Washington|01617
Upper Falls,Rochester,NY,Rochester,Monroe|01618
McMurray - Huntingdon,Nashville,TN,Nashville,Davidson|01619
Home Park,Atlanta,GA,Atlanta,Fulton|01620
Seven Hills,Aurora,CO,Denver,Arapahoe|01621
Sheridan Gardens,Des Moines,IA,Des Moines,Polk|01622
Rolando,San Diego,CA,San Diego,San Diego|01623
Gardenside-Colony,Lexington,KY,Lexington,Fayette|01624
South Sundale,Fremont,CA,San Francisco,Alameda|01625
Arbor Lodge,Portland,OR,Portland,Multnomah|01626
Matthews Beach,Seattle,WA,Seattle,King|01627
Seminole Heights,Tampa,FL,Tampa,Hillsborough|01628
University Hill,Boulder,CO,Boulder,Boulder|01629
Hollywood Park,Chicago,IL,Chicago,Cook|01630
Montrose Verdugo City,Glendale,CA,Los Angeles,Los Angeles|01631
Farm Pond,Charlotte,NC,Charlotte,Mecklenburg|01632
Bluemont,Arlington,VA,Washington,Arlington|01633
Highland Park,Pittsburgh,PA,Pittsburgh,Allegheny|01634
Gatewood,Seattle,WA,Seattle,King|01635
Goose Hollow,Portland,OR,Portland,Multnomah|01636
Wellington-Harrington,Cambridge,MA,Boston,Middlesex|01637
Elyria Swansea,Denver,CO,Denver,Denver|01638
Upper Dimond,Oakland,CA,San Francisco,Alameda|01639
Washington Park West,Denver,CO,Denver,Denver|01640
Brentwood,Jacksonville,FL,Jacksonville,Duval|01641
Laredo Highline,Aurora,CO,Denver,Arapahoe|01642
Saint Joseph,Milwaukee,WI,Milwaukee,Milwaukee|01643
St. Elizabeth,Oakland,CA,San Francisco,Alameda|01644
Tippecanoe,Milwaukee,WI,Milwaukee,Milwaukee|01645
Uptown,Milwaukee,WI,Milwaukee,Milwaukee|01646
North Park,Chicago,IL,Chicago,Cook|01647
Downtown,Columbus,OH,Columbus,Franklin|01648
Westchester-Green Countrie,Columbus,OH,Columbus,Franklin|01649
East Chatham,Chicago,IL,Chicago,Cook|01650
North Beach,San Francisco,CA,San Francisco,San Francisco|01651
Chief Garry Park,Spokane,WA,Spokane,Spokane|01652
Adams Hill,Glendale,CA,Los Angeles,Los Angeles|01653
Benning Ridge,Washington,DC,Washington,District of Columbia|01654
Hamlin Park,Buffalo,NY,Buffalo,Erie|01655
Overlook,Portland,OR,Portland,Multnomah|01656
North Lake,Charlotte,NC,Charlotte,Mecklenburg|01657
Roseway,Portland,OR,Portland,Multnomah|01658
Southwood,Torrance,CA,Los Angeles,Los Angeles|01659
Roselawn,Cincinnati,OH,Cincinnati,Hamilton|01660
Turtle Creek,Jacksonville,FL,Jacksonville,Duval|01661
Alanton,Virginia Beach,VA,Virginia Beach,Virginia Beach City|01662
The Museum District,Richmond,VA,Richmond,Richmond City|01663
Linwood,Columbus,OH,Columbus,Franklin|01664
South Tabor,Portland,OR,Portland,Multnomah|01665
Argay,Portland,OR,Portland,Multnomah|01666
King,Portland,OR,Portland,Multnomah|01667
North Rose Hill,Kirkland,WA,Seattle,King|01668
Springfield,Jacksonville,FL,Jacksonville,Duval|01669
Imperial Point,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|01670
Fircrest,Vancouver,WA,Portland,Clark|01671
Central Park Heights,Baltimore,MD,Baltimore,Baltimore City|01672
Val Vista Lakes,Gilbert,AZ,Phoenix,Maricopa|01673
Quinnipiac,New Haven,CT,New Haven,New Haven|01674
Lowry Hill East,Minneapolis,MN,Minneapolis-St Paul,Hennepin|01675
Glenham-Belford,Baltimore,MD,Baltimore,Baltimore City|01676
Merriman Valley,Akron,OH,Akron,Summit|01677
The Port - Area 4,Cambridge,MA,Boston,Middlesex|01678
Corbett,Tucson,AZ,Tucson,Pima|01679
Ocotillo,Chandler,AZ,Phoenix,Maricopa|01680
South Akron,Akron,OH,Akron,Summit|01681
Waltherson,Baltimore,MD,Baltimore,Baltimore City|01682
Del Mar Heights,San Diego,CA,San Diego,San Diego|01683
Saddle Rock Golf Club,Aurora,CO,Denver,Arapahoe|01684
Capitol Heights,Milwaukee,WI,Milwaukee,Milwaukee|01685
New Brighton,New York,NY,New York,Richmond|01686
Cardinal Hill-Pine Meadow,Lexington,KY,Lexington,Fayette|01687
Linkhorn Park,Virginia Beach,VA,Virginia Beach,Virginia Beach City|01688
Jungle Terrace,Saint Petersburg,FL,Tampa,Pinellas|01689
Lincoln Park,Denver,CO,Denver,Denver|01690
Alta Mesa,Mesa,AZ,Phoenix,Maricopa|01691
Lake Aumond,Augusta,GA,Augusta,Richmond|01692
Ingleside Heights,San Francisco,CA,San Francisco,San Francisco|01693
Irvington,Portland,OR,Portland,Multnomah|01694
Weberstown,Stockton,CA,Stockton,San Joaquin|01695
Forest Hills,Washington,DC,Washington,District of Columbia|01696
Kirkmere,Youngstown,OH,Youngstown,Mahoning|01697
Barnum,Denver,CO,Denver,Denver|01698
University Park,Portland,OR,Portland,Multnomah|01699
Kendall - Whittier,Tulsa,OK,Tulsa,Tulsa|01700
Dunlap,Seattle,WA,Seattle,King|01701
Bloomfield-Allen,Des Moines,IA,Des Moines,Polk|01702
Bon Air,Louisville,KY,Louisville/Jefferson County,Jefferson|01703
Congress Heights,Washington,DC,Washington,District of Columbia|01704
Kensington,San Diego,CA,San Diego,San Diego|01705
University Town Center,Irvine,CA,Los Angeles,Orange|01706
Central Downtown,Lexington,KY,Lexington,Fayette|01707
South Shoreview,San Mateo,CA,San Francisco,San Mateo|01708
San Jose,Jacksonville,FL,Jacksonville,Duval|01709
Chickasaw,Louisville,KY,Louisville/Jefferson County,Jefferson|01710
